Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Discrete Mathematics;Programming Languages;Information Theory;['B'];;;;;['0'];;['B'];['B'];['0'];
Discrete Mathematics;Programming Languages;Multimedia;['B'];;;;;['0'];;['0'];['0'];['0'];
Discrete Mathematics;Programming Languages;Robotics;['B'];;;;;['0'];;['0'];['0'];['B'];
Discrete Mathematics;Robotics;Graphics;['A'];;;;;['A'];;['B'];['B'];['A'];
Discrete Mathematics;Robotics;Information Retrieval;['B'];['0'];['B'];;;;;;['A'];;['B']
Discrete Mathematics;Robotics;Numerical Analysis;['B'];;;['B'];['B'];;['B'];;['B'];;
Discrete Mathematics;Robotics;Operating Systems;['0'];['0'];['A'];;;;;;['A'];;['0']
Discrete Mathematics;Robotics;Symbolic Computation;['A'];;;;;['B'];;['B'];['0'];['A'];
Discrete Mathematics;Software Engineering;Computer Science and Game Theory;['B'];['B'];['B'];;;;;;['A'];;['B']
Discrete Mathematics;Software Engineering;Graphics;['B'];;;;;['0'];;['B'];['B'];['0'];
Discrete Mathematics;Software Engineering;Mathematical Software;['B'];;;;;['B'];;['B'];['B'];['0'];
Discrete Mathematics;Software Engineering;Numerical Analysis;['B', 'B'];;;['B', 'B'];['B', 'B'];;['B', 'B'];;['B', 'B'];;
Discrete Mathematics;Sound;Information Theory;['B'];['B'];['B'];;;;;;['0'];;['B']
Discrete Mathematics;Sound;Logic in Computer Science;['A'];;;;;['B'];;['B'];['B'];['0'];
Discrete Mathematics;Sound;Multimedia;['0'];;;;;['0'];;['0'];['0'];['0'];
Discrete Mathematics;Sound;Numerical Analysis;['B'];['B'];['B'];;;;;;['B'];;['B']
Discrete Mathematics;Sound;Software Engineering;['0'];['B'];['0'];;;;;;['B'];;['B']
Discrete Mathematics;Systems and Control;Computational Complexity;['B'];;;;;['0'];;['0'];['B'];['0'];
Discrete Mathematics;Systems and Control;Computer Vision and Pattern Recognition;['B'];;;;;['0'];;['0'];['B'];['B'];
Discrete Mathematics;Systems and Control;Numerical Analysis;['B'];['B'];['B'];;;;;;['B'];;['B']
Discrete Mathematics;Systems and Control;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Artificial Intelligence;Symbolic Computation;['0'];;;;;['A'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Computation and Language;Artificial Intelligence;['B'];;;['0'];['B'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computation and Language;Information Retrieval;['B'];['0'];['B'];;;;;;['0'];;['A']
Distributed, Parallel, and Cluster Computing;Computation and Language;Information Theory;['0'];;;['B'];['B'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computation and Language;Logic in Computer Science;['0'];;;;;['A'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Computation and Language;Mathematical Software;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computation and Language;Multimedia;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Computation and Language;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computation and Language;Software Engineering;['B'];['B'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Computational Complexity;Information Retrieval;['0'];;;;;['A'];;['0'];['A'];['B'];
Distributed, Parallel, and Cluster Computing;Computational Geometry;Computational Complexity;['0'];;;;;['B'];;['0'];['B'];['B'];
Distributed, Parallel, and Cluster Computing;Computational Geometry;Multimedia;['B', '0'];['0', '0'];['B', 'B'];;;;;;['B', 'B'];;['A', '0']
Distributed, Parallel, and Cluster Computing;Computational Geometry;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computer Science and Game Theory;Numerical Analysis;['B'];;;['0'];['A'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Computer Vision and Pattern Recognition;Information Retrieval;['B'];;;;;['B'];;['0'];['A'];['B'];
Distributed, Parallel, and Cluster Computing;Cryptography and Security;Computer Vision and Pattern Recognition;['A'];;;;;['0'];;['0'];['B'];['0'];
Distributed, Parallel, and Cluster Computing;Cryptography and Security;Information Retrieval;['A'];['0'];['B'];;;;;;['B'];;['0']
Distributed, Parallel, and Cluster Computing;Cryptography and Security;Mathematical Software;['A'];;;;;['0'];;['0'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Cryptography and Security;Numerical Analysis;['A'];;;;;['0'];;['0'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Cryptography and Security;Symbolic Computation;['A', 'A'];;;['A', 'A'];['B', '0'];;['0', '0'];;['A', 'A'];;
Distributed, Parallel, and Cluster Computing;Databases;Artificial Intelligence;['A'];;;;;['A'];;['0'];['A'];['A'];
Distributed, Parallel, and Cluster Computing;Databases;Computational Geometry;['A'];;;['A'];['A'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Databases;Human-Computer Interaction;['A'];['0'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Databases;Information Retrieval;['A'];;;;;['B'];;['0'];['A'];['A'];
Distributed, Parallel, and Cluster Computing;Databases;Information Theory;['A'];['B'];['B'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Databases;Multimedia;['A'];;;;;['A'];;['0'];['A'];['A'];
Distributed, Parallel, and Cluster Computing;Digital Libraries;Artificial Intelligence;['A'];;;;;['0'];;['0'];['0'];['A'];
Distributed, Parallel, and Cluster Computing;Digital Libraries;Computational Geometry;['A'];['0'];['A'];;;;;;['A'];;['B']
Distributed, Parallel, and Cluster Computing;Digital Libraries;Discrete Mathematics;['A'];['B'];['A'];;;;;;['A'];;['B']
Distributed, Parallel, and Cluster Computing;Digital Libraries;Information Theory;['A'];;;['B'];['B'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Digital Libraries;Networking and Internet Architecture;['B'];;;['B'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Digital Libraries;Software Engineering;['B'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Cryptography and Security;['B'];;;['B'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Human-Computer Interaction;['0', '0'];['A', 'A'];['0', 'B'];;;;;;['B', 'B'];;['A', 'A']
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Logic in Computer Science;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Mathematical Software;['0'];['A'];['0'];;;;;;['0'];;['A']
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Sound;['0'];;;;;['0'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Discrete Mathematics;Symbolic Computation;['0'];;;;;['0'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;Computational Geometry;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;Logic in Computer Science;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;Mathematical Software;['0', '0'];['0', '0'];['0', '0'];;;;;;['0', '0'];;['0', '0']
Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;Multimedia;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;Software Engineering;['B'];;;;;['B'];;['0'];['B'];['0'];
Distributed, Parallel, and Cluster Computing;Graphics;Logic in Computer Science;['0'];;;;;['0'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Graphics;Numerical Analysis;['0'];['0'];['A'];;;;;;['A'];;['B']
Distributed, Parallel, and Cluster Computing;Graphics;Symbolic Computation;['0'];;;['0'];['0'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Artificial Intelligence;['A'];;;;;['A'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Graphics;['A'];['A'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Information Retrieval;['A'];['A'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Machine Learning;['A'];;;;;['A'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Mathematical Software;['A'];['A'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Numerical Analysis;['A'];;;['A'];['0'];;['A'];;['A'];;
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Operating Systems;['B'];['A'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Hardware Architecture;Systems and Control;['B'];;;;;['A'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Human-Computer Interaction;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Information Theory;Mathematical Software;['0'];;;['A'];['A'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Machine Learning;Computational Complexity;['B'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Machine Learning;Cryptography and Security;['B'];;;;;['0'];;['0'];['B'];['0'];
Distributed, Parallel, and Cluster Computing;Machine Learning;Networking and Internet Architecture;['B'];;;;;['B'];;['B'];['B'];['0'];
Distributed, Parallel, and Cluster Computing;Machine Learning;Sound;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Machine Learning;Systems and Control;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Mathematical Software;Computer Science and Game Theory;['0'];;;;;['0'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Mathematical Software;Computer Vision and Pattern Recognition;['0'];;;;;['0'];;['0'];['B'];['0'];
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Computational Complexity;['A'];['B'];['B'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Cryptography and Security;['B', 'A'];;;;;['A', 'A'];;['0', '0'];['A', 'A'];['0', 'A'];
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Discrete Mathematics;['A'];;;['0'];['A'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Machine Learning;['A'];;;['0'];['A'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Networking and Internet Architecture;['B'];;;['B'];['A'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Multiagent Systems;Software Engineering;['A'];;;['0'];['A'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Multimedia;Artificial Intelligence;['B'];['B'];['A'];;;;;;['A'];;['0']
Distributed, Parallel, and Cluster Computing;Multimedia;Computational Complexity;['0'];['B'];['B'];;;;;;['A'];;['B']
Distributed, Parallel, and Cluster Computing;Multimedia;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Numerical Analysis;Networking and Internet Architecture;['B'];['B'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Numerical Analysis;Symbolic Computation;['0'];['0'];['B'];;;;;;['0'];;['A']
Distributed, Parallel, and Cluster Computing;Operating Systems;Computational Geometry;['A'];;;['A'];['0'];;['0'];;['A'];;
Distributed, Parallel, and Cluster Computing;Operating Systems;Multimedia;['A'];;;;;['0'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Operating Systems;Software Engineering;['A'];['B'];['A'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Programming Languages;Computer Vision and Pattern Recognition;['0'];['A'];['A'];;;;;;['0'];;['B']
Distributed, Parallel, and Cluster Computing;Programming Languages;Logic in Computer Science;['0'];['A'];['B'];;;;;;['0'];;['0']
Distributed, Parallel, and Cluster Computing;Programming Languages;Machine Learning;['0'];;;;;['0'];;['A'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Programming Languages;Multimedia;['0'];['A'];['B'];;;;;;['B'];;['0']
Distributed, Parallel, and Cluster Computing;Programming Languages;Networking and Internet Architecture;['B'];['B'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Programming Languages;Software Engineering;['B'];['B'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Programming Languages;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Robotics;Artificial Intelligence;['0'];['A'];['B'];;;;;;['A'];;['0']
Distributed, Parallel, and Cluster Computing;Robotics;Computer Vision and Pattern Recognition;['A'];;;;;['0'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Robotics;Graphics;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Robotics;Information Retrieval;['B'];;;;;['B'];;['A'];['A'];['B'];
Distributed, Parallel, and Cluster Computing;Robotics;Mathematical Software;['A'];;;;;['0'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Robotics;Multimedia;['0'];['A'];['B'];;;;;;['A'];;['0']
Distributed, Parallel, and Cluster Computing;Robotics;Numerical Analysis;['0'];['A'];['B'];;;;;;['A'];;['0']
Distributed, Parallel, and Cluster Computing;Robotics;Software Engineering;['B'];['B'];['B'];;;;;;['A'];;['B']
Distributed, Parallel, and Cluster Computing;Software Engineering;Computer Vision and Pattern Recognition;['A'];;;;;['A'];;['A'];['A'];['0'];
Distributed, Parallel, and Cluster Computing;Software Engineering;Mathematical Software;['A'];['A'];['A'];;;;;;['A'];;['A']
Distributed, Parallel, and Cluster Computing;Software Engineering;Networking and Internet Architecture;['B'];['A'];['B'];;;;;;['B'];;['B']
Distributed, Parallel, and Cluster Computing;Sound;Computational Geometry;['0'];;;['0'];['0'];;['0'];;['0'];;
Distributed, Parallel, and Cluster Computing;Sound;Computer Science and Game Theory;['0'];;;;;['0'];;['0'];['0'];['0'];
Distributed, Parallel, and Cluster Computing;Sound;Cryptography and Security;['B'];;;['B'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Sound;Mathematical Software;['0'];['0'];['B'];;;;;;['0'];;['0']
Distributed, Parallel, and Cluster Computing;Sound;Networking and Internet Architecture;['B'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Sound;Software Engineering;['0'];;;['0'];['0'];;['0'];;['B'];;
Distributed, Parallel, and Cluster Computing;Sound;Symbolic Computation;['0'];['0'];['B'];;;;;;['0'];;['0']
Distributed, Parallel, and Cluster Computing;Sound;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['0']
Distributed, Parallel, and Cluster Computing;Systems and Control;Mathematical Software;['A'];;;;;['0'];;['A'];['A'];['0'];
Formal Languages and Automata Theory;Computation and Language;Artificial Intelligence;['B'];;;['A'];['A'];;['A'];;['A'];;
Formal Languages and Automata Theory;Computation and Language;Computational Complexity;['B'];;;['A'];['A'];;['A'];;['A'];;
Formal Languages and Automata Theory;Computation and Language;Computational Geometry;['A', 'A'];;;['A', 'A'];['A', 'A'];;['A', 'A'];;['A', 'A'];;
Formal Languages and Automata Theory;Computation and Language;Symbolic Computation;['B'];['A'];['A'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Computation and Language;Systems and Control;['A'];;;['A'];['A'];;['A'];;['A'];;
Formal Languages and Automata Theory;Computational Complexity;Symbolic Computation;['B'];;;;;['B'];;['B'];['B'];['B'];
Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;Artificial Intelligence;['B'];;;['0'];['B'];;['0'];;['B'];;
Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;Computational Complexity;['A'];['B'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;Computer Science and Game Theory;['A'];;;;;['B'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;Networking and Internet Architecture;['A'];;;['0'];['0'];;['0'];;['A'];;
Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;Symbolic Computation;['B'];['B'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Databases;Discrete Mathematics;['B'];['B'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Databases;Human-Computer Interaction;['0'];['B'];['0'];;;;;;['0'];;['0']
Formal Languages and Automata Theory;Databases;Numerical Analysis;['B'];;;['0'];['0'];;['0'];;['0'];;
Formal Languages and Automata Theory;Digital Libraries;Artificial Intelligence;['B'];;;;;['0'];;['B'];['B'];['B'];
Formal Languages and Automata Theory;Digital Libraries;Computational Complexity;['B'];;;;;['B'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Digital Libraries;Computational Geometry;['B'];;;;;['0'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Digital Libraries;Computer Vision and Pattern Recognition;['B'];['B'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Digital Libraries;Cryptography and Security;['0'];;;;;['0'];;['0'];['B'];['0'];
Formal Languages and Automata Theory;Digital Libraries;Human-Computer Interaction;['0'];;;;;['0'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Digital Libraries;Machine Learning;['B'];['0'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Digital Libraries;Networking and Internet Architecture;['0'];['B'];['0'];;;;;;['0'];;['0']
Formal Languages and Automata Theory;Discrete Mathematics;Artificial Intelligence;['B'];['A'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Discrete Mathematics;Computational Complexity;['A'];;;;;['B'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Discrete Mathematics;Graphics;['A'];;;['0'];['0'];;['0'];;['A'];;
Formal Languages and Automata Theory;Discrete Mathematics;Logic in Computer Science;['B'];['B'];['B'];;;;;;['B'];;['B']
Formal Languages and Automata Theory;Distributed, Parallel, and Cluster Computing;Artificial Intelligence;['B'];;;['0'];['B'];;['0'];;['B'];;
Formal Languages and Automata Theory;Distributed, Parallel, and Cluster Computing;Computational Complexity;['B'];;;;;['B'];;['0'];['0'];['0'];
Formal Languages and Automata Theory;Distributed, Parallel, and Cluster Computing;Cryptography and Security;['B'];;;['0'];['B'];;['0'];;['0'];;
Formal Languages and Automata Theory;Distributed, Parallel, and Cluster Computing;Multimedia;['0'];;;['0'];['0'];;['0'];;['0'];;
